user_id,registration_date,activity_date,feature_used,session_duration_minutes,device_os
MM_1268,2024-08-15,2024-08-15 00:00:00,Symptom Logger,4.9,Android
MM_1268,2024-08-15,2024-09-14 00:00:00,Period Tracker,9.4,iOS
MM_1268,2024-08-15,2024-08-15 00:00:00,Period Tracker,13.9,iOS
MM_1268,2024-08-15,2024-09-21 00:00:00,Health Articles,5.7,Android
MM_1268,2024-08-15,2024-09-14 00:00:00,Health Articles,13.2,iOS
MM_1268,2024-08-15,2024-09-20 00:00:00,Health Articles,8.3,iOS
MM_1268,2024-08-15,2024-08-25 00:00:00,Health Articles,13.5,Android
MM_1268,2024-08-15,2024-09-13 00:00:00,Symptom Logger,,Android
MM_1268,2024-08-15,2024-09-10 00:00:00,Period Tracker,6.1,Android
MM_1268,2024-08-15,2024-10-10 00:00:00,Community Forum,14.2,Android
MM_1268,2024-08-15,2024-09-08 00:00:00,Period Tracker,1.3,Android
MM_1268,2024-08-15,2024-09-27 00:00:00,Symptom Logger,13.1,Android
MM_1269,2024-08-23,2024-10-05 00:00:00,Period Tracker,1.4,Android
MM_1269,2024-08-23,2024-08-23 00:00:00,Symptom Logger,8.6,iOS
MM_1269,2024-08-23,2024-10-21 00:00:00,Period Tracker,,Android
MM_1269,2024-08-23,2024-09-23 00:00:00,Symptom Logger,9.4,Android
MM_1269,2024-08-23,2024-08-28 00:00:00,Period Tracker,14.9,iOS
MM_1269,2024-08-23,2024-08-31 00:00:00,Symptom Logger,10.5,Android
MM_1269,2024-08-23,2024-09-29 00:00:00,Symptom Logger,2.5,Android
MM_1269,2024-08-23,2024-09-12 00:00:00,Period Tracker,5.4,Android
MM_1269,2024-08-23,2024-09-17 00:00:00,Health Articles,6.5,iOS
MM_1269,2024-08-23,2024-10-18 00:00:00,Community Forum,4.4,iOS
MM_1269,2024-08-23,2024-09-21 00:00:00,Health Articles,,Android
MM_1269,2024-08-23,2024-09-01 00:00:00,Period Tracker,12.9,iOS
MM_1269,2024-08-23,2024-09-04 00:00:00,Period Tracker,1.2,Android
MM_1269,2024-08-23,2024-09-02 00:00:00,Period Tracker,12.4,Android
MM_1269,2024-08-23,2024-10-11 00:00:00,Symptom Logger,1.8,iOS
MM_1269,2024-08-23,2024-10-19 00:00:00,Period Tracker,10.7,iOS
MM_1270,2024-09-21,2024-10-28 00:00:00,Symptom Logger,11.5,Android
MM_1270,2024-09-21,2024-09-22 00:00:00,Period Tracker,14.8,iOS
MM_1270,2024-09-21,2024-11-15 00:00:00,Symptom Logger,12.8,Android
MM_1270,2024-09-21,2024-10-01 00:00:00,Symptom Logger,8.7,iOS
MM_1270,2024-09-21,2024-10-18 00:00:00,Period Tracker,10.7,iOS
MM_1271,2024-10-25,2024-11-29 00:00:00,Community Forum,3.5,iOS
MM_1271,2024-10-25,2024-12-14 00:00:00,Period Tracker,2.3,Android
MM_1271,2024-10-25,2024-11-30 00:00:00,Period Tracker,11.7,Android
MM_1271,2024-10-25,2024-11-21 00:00:00,Period Tracker,1.9,iOS
MM_1271,2024-10-25,2024-10-30 00:00:00,Period Tracker,14.2,iOS
MM_1271,2024-10-25,2024-12-16 00:00:00,Community Forum,12.9,Android
MM_1271,2024-10-25,2024-11-24 00:00:00,Community Forum,10.3,iOS
MM_1271,2024-10-25,2024-12-07 00:00:00,Community Forum,5.4,iOS
MM_1271,2024-10-25,2024-12-23 00:00:00,Health Articles,5.5,Android
MM_1271,2024-10-25,2024-11-25 00:00:00,Community Forum,12.3,iOS
MM_1271,2024-10-25,2024-10-30 00:00:00,Symptom Logger,13.7,iOS
MM_1271,2024-10-25,2024-11-06 00:00:00,Period Tracker,3.0,iOS
MM_1271,2024-10-25,2024-12-04 00:00:00,Period Tracker,11.3,iOS
MM_1271,2024-10-25,2024-11-06 00:00:00,Period Tracker,4.3,Android
MM_1271,2024-10-25,2024-11-04 00:00:00,Period Tracker,14.7,iOS
MM_1271,2024-10-25,2024-12-05 00:00:00,Health Articles,2.1,iOS
MM_1271,2024-10-25,2024-12-05 00:00:00,Community Forum,6.8,Android
MM_1272,2024-09-07,2024-09-18 00:00:00,Community Forum,10.3,iOS
MM_1272,2024-09-07,2024-10-26 00:00:00,Community Forum,3.6,Android
MM_1273,2024-08-06,2024-09-30 00:00:00,Symptom Logger,9.4,iOS
MM_1274,2024-10-26,2024-12-02 00:00:00,Symptom Logger,425.0,Android
MM_1274,2024-10-26,2024-12-07 00:00:00,Health Articles,8.5,Android
MM_1274,2024-10-26,2024-12-08 00:00:00,Period Tracker,11.3,Android
MM_1274,2024-10-26,2024-12-05 00:00:00,Period Tracker,2.5,iOS
MM_1274,2024-10-26,2024-12-24 00:00:00,Community Forum,,iOS
MM_1274,2024-10-26,2024-12-08 00:00:00,Health Articles,4.9,Android
MM_1274,2024-10-26,2024-10-28 00:00:00,Period Tracker,14.8,iOS
MM_1274,2024-10-26,2024-12-15 00:00:00,Symptom Logger,4.9,iOS
MM_1274,2024-10-26,2024-12-06 00:00:00,Period Tracker,,iOS
MM_1274,2024-10-26,2024-11-06 00:00:00,Health Articles,12.3,Android
MM_1274,2024-10-26,2024-10-26 00:00:00,Symptom Logger,8.5,Android
MM_1274,2024-10-26,2024-10-28 00:00:00,Community Forum,9.5,iOS
MM_1274,2024-10-26,2024-10-26 00:00:00,Period Tracker,1.3,iOS
MM_1274,2024-10-26,2024-12-10 00:00:00,Period Tracker,7.3,Android
MM_1275,2024-09-05,2024-09-15 00:00:00,Period Tracker,6.5,Android
MM_1275,2024-09-05,2024-10-03 00:00:00,Period Tracker,2.6,Android
MM_1276,2024-09-03,2024-09-06 00:00:00,Symptom Logger,3.1,iOS
MM_1276,2024-09-03,2024-09-10 00:00:00,Community Forum,5.5,iOS
MM_1276,2024-09-03,2024-09-16 00:00:00,Health Articles,7.6,iOS
MM_1276,2024-09-03,2024-09-19 00:00:00,Symptom Logger,4.5,iOS
MM_1276,2024-09-03,2024-10-07 00:00:00,Period Tracker,3.4,Android
MM_1276,2024-09-03,2024-10-21 00:00:00,Health Articles,13.4,Android
MM_1276,2024-09-03,2024-10-10 00:00:00,Period Tracker,11.3,Android
MM_1276,2024-09-03,2024-10-17 00:00:00,Period Tracker,8.3,Android
MM_1276,2024-09-03,2024-09-06 00:00:00,Period Tracker,12.2,Android
MM_1276,2024-09-03,2024-09-24 00:00:00,Period Tracker,6.2,iOS
MM_1276,2024-09-03,2024-10-03 00:00:00,Period Tracker,2.6,Android
MM_1276,2024-09-03,2024-09-08 00:00:00,Period Tracker,4.6,Android
MM_1276,2024-09-03,2024-10-03 00:00:00,Community Forum,2.7,iOS
MM_1276,2024-09-03,2024-09-14 00:00:00,Symptom Logger,13.5,iOS
MM_1277,2024-08-31,2024-09-05 00:00:00,Health Articles,4.3,iOS
MM_1278,2024-09-07,2024-09-09 00:00:00,Period Tracker,8.2,Android
MM_1278,2024-09-07,2024-09-20 00:00:00,Period Tracker,11.4,iOS
MM_1278,2024-09-07,2024-10-16 00:00:00,Period Tracker,1.9,iOS
MM_1278,2024-09-07,2024-10-04 00:00:00,Period Tracker,14.9,iOS
MM_1278,2024-09-07,2024-09-16 00:00:00,Period Tracker,7.4,iOS
MM_1278,2024-09-07,2024-09-08 00:00:00,Period Tracker,6.6,iOS
MM_1278,2024-09-07,2024-10-15 00:00:00,Symptom Logger,11.4,Android
MM_1279,2024-10-27,2024-12-05 00:00:00,Period Tracker,13.8,iOS
MM_1280,2024-08-09,2024-10-08 00:00:00,Community Forum,3.9,iOS
MM_1280,2024-08-09,2024-10-04 00:00:00,Symptom Logger,14.4,Android
MM_1280,2024-08-09,2024-09-12 00:00:00,Health Articles,9.3,Android
MM_1280,2024-08-09,2024-09-30 00:00:00,Period Tracker,5.0,iOS
MM_1280,2024-08-09,2024-09-13 00:00:00,Period Tracker,5.4,iOS
MM_1280,2024-08-09,2024-08-24 00:00:00,Period Tracker,3.1,iOS
MM_1280,2024-08-09,2024-10-08 00:00:00,Community Forum,8.3,Android
MM_1280,2024-08-09,2024-09-12 00:00:00,Period Tracker,11.3,iOS
MM_1280,2024-08-09,2024-09-20 00:00:00,Period Tracker,10.6,Android
MM_1280,2024-08-09,2024-09-20 00:00:00,Period Tracker,11.5,iOS
MM_1280,2024-08-09,2024-08-27 00:00:00,Period Tracker,,iOS
MM_1281,2024-09-21,2024-10-12 00:00:00,Period Tracker,4.8,iOS
MM_1281,2024-09-21,2024-11-07 00:00:00,Period Tracker,5.9,iOS
MM_1282,2024-10-10,2024-10-10 00:00:00,Symptom Logger,13.6,Android
MM_1282,2024-10-10,2024-10-12 00:00:00,Period Tracker,9.2,iOS
MM_1282,2024-10-10,2024-10-23 00:00:00,Period Tracker,12.2,iOS
MM_1282,2024-10-10,2024-11-04 00:00:00,Period Tracker,5.5,Android
MM_1282,2024-10-10,2024-11-12 00:00:00,Period Tracker,4.5,Android
MM_1282,2024-10-10,2024-10-24 00:00:00,Period Tracker,7.6,Android
MM_1282,2024-10-10,2024-11-11 00:00:00,Symptom Logger,10.7,iOS
MM_1282,2024-10-10,2024-10-11 00:00:00,Period Tracker,8.5,Android
MM_1282,2024-10-10,2024-11-17 00:00:00,Period Tracker,5.4,iOS
MM_1282,2024-10-10,2024-10-31 00:00:00,Community Forum,8.5,Android
MM_1282,2024-10-10,2024-11-23 00:00:00,Health Articles,3.8,Android
MM_1282,2024-10-10,2024-10-12 00:00:00,Period Tracker,6.9,iOS
MM_1282,2024-10-10,2024-11-08 00:00:00,Period Tracker,9.2,iOS
MM_1282,2024-10-10,2024-11-23 00:00:00,Community Forum,11.8,Android
MM_1282,2024-10-10,2024-11-07 00:00:00,Symptom Logger,6.4,iOS
MM_1282,2024-10-10,2024-12-04 00:00:00,Period Tracker,11.9,Android
MM_1282,2024-10-10,2024-11-14 00:00:00,Community Forum,6.3,iOS
MM_1282,2024-10-10,2024-10-31 00:00:00,Period Tracker,12.6,iOS
MM_1282,2024-10-10,2024-11-08 00:00:00,Symptom Logger,13.3,Android
MM_1283,2024-08-21,2024-10-02 00:00:00,Community Forum,4.2,iOS
MM_1283,2024-08-21,2024-10-16 00:00:00,Period Tracker,8.9,Android
MM_1283,2024-08-21,2024-10-16 00:00:00,Symptom Logger,6.3,Android
MM_1283,2024-08-21,2024-09-01 00:00:00,Period Tracker,10.4,Android
MM_1283,2024-08-21,2024-09-19 00:00:00,Health Articles,3.0,iOS
MM_1283,2024-08-21,2024-10-13 00:00:00,Symptom Logger,,Android
MM_1283,2024-08-21,2024-09-12 00:00:00,Period Tracker,9.7,Android
MM_1283,2024-08-21,2024-08-26 00:00:00,Period Tracker,3.8,Android
MM_1283,2024-08-21,2024-09-16 00:00:00,Health Articles,8.9,iOS
MM_1283,2024-08-21,2024-09-07 00:00:00,Health Articles,1.1,Android
MM_1283,2024-08-21,2024-09-05 00:00:00,Period Tracker,12.5,iOS
MM_1283,2024-08-21,2024-10-10 00:00:00,Period Tracker,9.0,iOS
MM_1283,2024-08-21,2024-10-12 00:00:00,Period Tracker,7.5,Android
MM_1283,2024-08-21,2024-09-18 00:00:00,Symptom Logger,12.0,Android
MM_1283,2024-08-21,2024-09-04 00:00:00,Period Tracker,5.2,iOS
MM_1284,2024-08-26,2024-08-26 00:00:00,Community Forum,6.8,iOS
MM_1284,2024-08-26,2024-10-17 00:00:00,Period Tracker,11.2,Android
MM_1284,2024-08-26,2024-09-20 00:00:00,Symptom Logger,2.1,Android
MM_1284,2024-08-26,2024-08-31 00:00:00,Symptom Logger,8.5,iOS
MM_1284,2024-08-26,2024-09-20 00:00:00,Community Forum,4.4,Android
MM_1284,2024-08-26,2024-10-08 00:00:00,Health Articles,3.5,Android
MM_1284,2024-08-26,2024-10-17 00:00:00,Period Tracker,4.2,Android
MM_1284,2024-08-26,2024-10-10 00:00:00,Period Tracker,9.2,iOS
MM_1284,2024-08-26,2024-10-17 00:00:00,Community Forum,6.8,Android
MM_1284,2024-08-26,2024-10-18 00:00:00,Symptom Logger,6.8,Android
MM_1284,2024-08-26,2024-10-04 00:00:00,Period Tracker,8.1,Android
MM_1284,2024-08-26,2024-08-27 00:00:00,Symptom Logger,9.7,Android
MM_1284,2024-08-26,2024-10-07 00:00:00,Period Tracker,11.8,iOS
MM_1284,2024-08-26,2024-09-25 00:00:00,Period Tracker,9.9,iOS
MM_1284,2024-08-26,2024-09-19 00:00:00,Period Tracker,13.8,iOS
MM_1284,2024-08-26,2024-09-19 00:00:00,Period Tracker,14.2,iOS
MM_1284,2024-08-26,2024-09-04 00:00:00,Community Forum,12.1,Android
MM_1284,2024-08-26,2024-10-09 00:00:00,Community Forum,12.0,Android
MM_1284,2024-08-26,2024-10-04 00:00:00,Health Articles,7.5,Android
MM_1284,2024-08-26,2024-09-01 00:00:00,Community Forum,4.7,iOS
MM_1285,2024-09-06,2024-09-07 00:00:00,Symptom Logger,13.2,iOS
MM_1285,2024-09-06,2024-09-23 00:00:00,Health Articles,10.3,iOS
MM_1285,2024-09-06,2024-09-18 00:00:00,Symptom Logger,5.1,iOS
MM_1286,2024-09-30,2024-10-06 00:00:00,Symptom Logger,7.7,iOS
MM_1286,2024-09-30,2024-11-15 00:00:00,Period Tracker,13.3,Android
MM_1286,2024-09-30,2024-10-30 00:00:00,Period Tracker,5.6,Android
MM_1286,2024-09-30,2024-10-14 00:00:00,Period Tracker,5.3,iOS
MM_1286,2024-09-30,2024-10-29 00:00:00,Period Tracker,14.5,Android
MM_1286,2024-09-30,2024-10-29 00:00:00,Community Forum,14.6,iOS
MM_1287,2024-09-03,2024-09-16 00:00:00,Symptom Logger,14.1,iOS
MM_1287,2024-09-03,2024-10-26 00:00:00,Community Forum,13.5,iOS
MM_1287,2024-09-03,2024-10-07 00:00:00,Period Tracker,11.5,iOS
MM_1287,2024-09-03,2024-09-10 00:00:00,Community Forum,6.0,Android
MM_1287,2024-09-03,2024-09-20 00:00:00,Health Articles,6.8,Android
MM_1287,2024-09-03,2024-10-11 00:00:00,Period Tracker,11.7,Android
MM_1287,2024-09-03,2024-10-21 00:00:00,Symptom Logger,8.0,Android
MM_1287,2024-09-03,2024-10-10 00:00:00,Health Articles,9.1,Android
MM_1287,2024-09-03,2024-09-07 00:00:00,Symptom Logger,7.7,iOS
MM_1287,2024-09-03,2024-11-02 00:00:00,Period Tracker,13.0,iOS
MM_1287,2024-09-03,2024-09-09 00:00:00,Period Tracker,11.5,Android
MM_1287,2024-09-03,2024-10-09 00:00:00,Period Tracker,12.3,Android
MM_1287,2024-09-03,2024-10-10 00:00:00,Health Articles,12.4,iOS
MM_1287,2024-09-03,2024-10-08 00:00:00,Period Tracker,10.0,Android
MM_1287,2024-09-03,2024-09-10 00:00:00,Symptom Logger,5.7,Android
MM_1288,2024-09-16,2024-09-20 00:00:00,Symptom Logger,2.8,iOS
MM_1288,2024-09-16,2024-11-12 00:00:00,Community Forum,11.2,Android
MM_1288,2024-09-16,2024-10-15 00:00:00,Symptom Logger,3.3,Android
MM_1288,2024-09-16,2024-10-04 00:00:00,Period Tracker,11.6,iOS
MM_1288,2024-09-16,2024-09-17 00:00:00,Community Forum,6.9,Android
MM_1288,2024-09-16,2024-11-15 00:00:00,Community Forum,5.7,iOS
MM_1288,2024-09-16,2024-10-07 00:00:00,Period Tracker,10.8,iOS
MM_1288,2024-09-16,2024-09-19 00:00:00,Community Forum,9.0,iOS
MM_1288,2024-09-16,2024-10-21 00:00:00,Period Tracker,3.7,iOS
MM_1288,2024-09-16,2024-09-17 00:00:00,Period Tracker,9.7,iOS
MM_1288,2024-09-16,2024-11-09 00:00:00,Community Forum,14.5,Android
MM_1288,2024-09-16,2024-10-27 00:00:00,Period Tracker,6.8,iOS
MM_1288,2024-09-16,2024-09-20 00:00:00,Community Forum,7.6,Android
MM_1288,2024-09-16,2024-10-06 00:00:00,Period Tracker,14.6,iOS
MM_1288,2024-09-16,2024-09-26 00:00:00,Period Tracker,9.0,iOS
MM_1288,2024-09-16,2024-10-15 00:00:00,Community Forum,7.6,Android
MM_1288,2024-09-16,2024-10-26 00:00:00,Health Articles,14.6,Android
MM_1288,2024-09-16,2024-10-11 00:00:00,Symptom Logger,5.3,Android
MM_1288,2024-09-16,2024-09-26 00:00:00,Period Tracker,14.2,Android
MM_1289,2024-08-15,2024-09-12 00:00:00,Period Tracker,10.7,iOS
MM_1290,2024-10-25,2024-11-04 00:00:00,Period Tracker,10.2,Android
MM_1290,2024-10-25,2024-12-13 00:00:00,Period Tracker,1.4,Android
MM_1290,2024-10-25,2024-11-01 00:00:00,Period Tracker,7.4,iOS
MM_1290,2024-10-25,2024-11-19 00:00:00,Period Tracker,13.9,iOS
MM_1290,2024-10-25,2024-11-24 00:00:00,Period Tracker,12.1,iOS
MM_1290,2024-10-25,2024-12-20 00:00:00,Period Tracker,4.4,iOS
MM_1291,2024-08-15,2024-10-11 00:00:00,Period Tracker,9.4,Android
MM_1292,2024-10-15,2024-11-21 00:00:00,Period Tracker,14.9,iOS
MM_1292,2024-10-15,2024-11-29 00:00:00,Community Forum,4.8,Android
MM_1292,2024-10-15,2024-11-03 00:00:00,Period Tracker,6.4,iOS
MM_1293,2024-09-17,2024-09-21 00:00:00,Symptom Logger,6.0,Android
MM_1293,2024-09-17,2024-09-19 00:00:00,Community Forum,6.2,iOS
MM_1293,2024-09-17,2024-10-02 00:00:00,Symptom Logger,10.7,Android
MM_1294,2024-09-26,2024-10-30 00:00:00,Period Tracker,14.6,Android
MM_1294,2024-09-26,2024-11-07 00:00:00,Community Forum,14.7,iOS
MM_1295,2024-09-15,2024-09-30 00:00:00,Period Tracker,6.4,Android
MM_1295,2024-09-15,2024-09-25 00:00:00,Symptom Logger,6.5,Android
MM_1295,2024-09-15,2024-10-22 00:00:00,Health Articles,8.2,iOS
MM_1295,2024-09-15,2024-11-06 00:00:00,Community Forum,12.7,Android
MM_1295,2024-09-15,2024-10-10 00:00:00,Period Tracker,11.3,iOS
MM_1295,2024-09-15,2024-10-08 00:00:00,Period Tracker,8.6,iOS
MM_1295,2024-09-15,2024-11-14 00:00:00,Symptom Logger,12.3,iOS
MM_1295,2024-09-15,2024-09-21 00:00:00,Period Tracker,2.7,Android
MM_1295,2024-09-15,2024-10-04 00:00:00,Health Articles,2.9,Android
MM_1295,2024-09-15,2024-09-17 00:00:00,Period Tracker,5.9,iOS
MM_1295,2024-09-15,2024-10-09 00:00:00,Period Tracker,3.8,Android
MM_1295,2024-09-15,2024-10-15 00:00:00,Period Tracker,2.7,iOS
MM_1295,2024-09-15,2024-10-13 00:00:00,Period Tracker,7.4,iOS
MM_1295,2024-09-15,2024-10-16 00:00:00,Community Forum,2.6,iOS
MM_1295,2024-09-15,2024-11-08 00:00:00,Period Tracker,11.2,iOS
MM_1295,2024-09-15,2024-09-20 00:00:00,Period Tracker,8.0,iOS
MM_1295,2024-09-15,2024-11-05 00:00:00,Symptom Logger,2.1,iOS
MM_1295,2024-09-15,2024-11-12 00:00:00,Period Tracker,11.8,Android
MM_1296,2024-10-24,2024-12-15 00:00:00,Period Tracker,11.0,Android
MM_1296,2024-10-24,2024-12-03 00:00:00,Symptom Logger,11.4,iOS
MM_1296,2024-10-24,2024-12-01 00:00:00,Period Tracker,10.6,iOS
MM_1296,2024-10-24,2024-10-28 00:00:00,Symptom Logger,11.7,Android
MM_1296,2024-10-24,2024-11-14 00:00:00,Period Tracker,12.0,iOS
MM_1296,2024-10-24,2024-10-26 00:00:00,Period Tracker,10.1,iOS
MM_1296,2024-10-24,2024-11-11 00:00:00,Period Tracker,14.4,iOS
MM_1297,2024-08-29,2024-09-26 00:00:00,Period Tracker,6.6,iOS
MM_1297,2024-08-29,2024-09-18 00:00:00,Period Tracker,11.1,iOS
MM_1297,2024-08-29,2024-09-28 00:00:00,Period Tracker,14.9,iOS
MM_1297,2024-08-29,2024-09-03 00:00:00,Period Tracker,4.4,iOS
MM_1297,2024-08-29,2024-09-07 00:00:00,Period Tracker,9.9,iOS
MM_1297,2024-08-29,2024-09-26 00:00:00,Period Tracker,13.2,iOS
MM_1297,2024-08-29,2024-08-29 00:00:00,Community Forum,11.5,iOS
MM_1297,2024-08-29,2024-09-06 00:00:00,Health Articles,11.1,iOS
MM_1297,2024-08-29,2024-10-25 00:00:00,Period Tracker,11.5,iOS
MM_1297,2024-08-29,2024-09-03 00:00:00,Period Tracker,6.3,iOS
MM_1297,2024-08-29,2024-10-11 00:00:00,Period Tracker,14.6,Android
MM_1298,2024-09-21,2024-11-18 00:00:00,Period Tracker,1.1,Android
MM_1299,2024-10-07,2024-10-18 00:00:00,Symptom Logger,2.2,Android
MM_1299,2024-10-07,2024-10-29 00:00:00,Period Tracker,12.2,iOS
MM_1299,2024-10-07,2024-11-21 00:00:00,Period Tracker,11.9,iOS
MM_1299,2024-10-07,2024-11-01 00:00:00,Health Articles,8.0,iOS
MM_1299,2024-10-07,2024-10-25 00:00:00,Symptom Logger,7.5,Android
MM_1299,2024-10-07,2024-10-24 00:00:00,Symptom Logger,11.4,iOS
MM_1299,2024-10-07,2024-10-24 00:00:00,Period Tracker,4.6,iOS
MM_1299,2024-10-07,2024-11-19 00:00:00,Period Tracker,2.6,Android
MM_1299,2024-10-07,2024-11-01 00:00:00,Symptom Logger,7.5,Android
MM_1300,2024-08-26,2024-09-12 00:00:00,Period Tracker,2.7,Android
MM_1300,2024-08-26,2024-09-06 00:00:00,Community Forum,1.8,iOS
MM_1300,2024-08-26,2024-10-25 00:00:00,Period Tracker,14.7,Android
MM_1301,2024-09-22,2024-09-23 00:00:00,Period Tracker,12.7,iOS
MM_1301,2024-09-22,2024-10-14 00:00:00,Period Tracker,8.9,iOS
MM_1301,2024-09-22,2024-11-13 00:00:00,Period Tracker,2.7,iOS
MM_1301,2024-09-22,2024-10-09 00:00:00,Period Tracker,13.8,iOS
MM_1301,2024-09-22,2024-11-13 00:00:00,Community Forum,12.9,iOS
MM_1301,2024-09-22,2024-11-02 00:00:00,Symptom Logger,7.9,Android
MM_1301,2024-09-22,2024-11-06 00:00:00,Period Tracker,2.9,iOS
MM_1301,2024-09-22,2024-10-06 00:00:00,Community Forum,10.5,Android
MM_1301,2024-09-22,2024-09-26 00:00:00,Health Articles,5.9,iOS
MM_1302,2024-08-17,2024-09-20 00:00:00,Period Tracker,2.7,Android
MM_1302,2024-08-17,2024-09-22 00:00:00,Period Tracker,1.4,Android
MM_1303,2024-10-20,2024-11-21 00:00:00,Period Tracker,2.9,iOS
MM_1303,2024-10-20,2024-11-27 00:00:00,Period Tracker,9.5,Android
MM_1303,2024-10-20,2024-11-27 00:00:00,Period Tracker,7.5,iOS
MM_1303,2024-10-20,2024-12-10 00:00:00,Period Tracker,7.4,Android
MM_1303,2024-10-20,2024-12-18 00:00:00,Health Articles,14.6,Android
MM_1303,2024-10-20,2024-11-07 00:00:00,Period Tracker,4.9,iOS
MM_1303,2024-10-20,2024-12-19 00:00:00,Period Tracker,2.9,Android
MM_1303,2024-10-20,2024-10-26 00:00:00,Symptom Logger,9.8,Android
MM_1303,2024-10-20,2024-11-01 00:00:00,Symptom Logger,13.2,Android
MM_1303,2024-10-20,2024-12-01 00:00:00,Symptom Logger,9.6,iOS
MM_1303,2024-10-20,2024-11-16 00:00:00,Period Tracker,14.4,iOS
MM_1303,2024-10-20,2024-10-29 00:00:00,Period Tracker,8.0,iOS
MM_1303,2024-10-20,2024-12-16 00:00:00,Symptom Logger,8.8,iOS
MM_1303,2024-10-20,2024-11-23 00:00:00,Period Tracker,3.7,iOS
MM_1303,2024-10-20,2024-11-15 00:00:00,Period Tracker,11.0,Android
MM_1303,2024-10-20,2024-11-27 00:00:00,Health Articles,12.6,iOS
MM_1304,2024-08-21,2024-08-27 00:00:00,Period Tracker,10.5,iOS
MM_1304,2024-08-21,2024-09-04 00:00:00,Symptom Logger,6.1,iOS
MM_1304,2024-08-21,2024-08-26 00:00:00,Period Tracker,2.1,Android
MM_1304,2024-08-21,2024-09-03 00:00:00,Symptom Logger,14.2,Android
MM_1304,2024-08-21,2024-10-19 00:00:00,Period Tracker,7.0,iOS
MM_1304,2024-08-21,2024-09-18 00:00:00,Period Tracker,8.6,Android
MM_1304,2024-08-21,2024-09-25 00:00:00,Health Articles,11.5,iOS
MM_1304,2024-08-21,2024-10-02 00:00:00,Period Tracker,8.9,Android
MM_1304,2024-08-21,2024-09-25 00:00:00,Community Forum,8.5,Android
MM_1304,2024-08-21,2024-10-05 00:00:00,Period Tracker,8.9,iOS
MM_1304,2024-08-21,2024-10-19 00:00:00,Period Tracker,3.9,Android
MM_1304,2024-08-21,2024-10-10 00:00:00,Period Tracker,1.0,iOS
MM_1304,2024-08-21,2024-09-10 00:00:00,Symptom Logger,5.5,iOS
MM_1304,2024-08-21,2024-09-13 00:00:00,Period Tracker,1.5,iOS
MM_1304,2024-08-21,2024-09-09 00:00:00,Period Tracker,10.5,Android
MM_1305,2024-10-15,2024-10-21 00:00:00,Period Tracker,3.1,iOS
MM_1305,2024-10-15,2024-11-30 00:00:00,Symptom Logger,4.2,Android
MM_1305,2024-10-15,2024-12-13 00:00:00,Period Tracker,7.5,Android
MM_1305,2024-10-15,2024-11-03 00:00:00,Period Tracker,13.2,Android
MM_1305,2024-10-15,2024-12-09 00:00:00,Period Tracker,13.3,iOS
MM_1305,2024-10-15,2024-12-05 00:00:00,Period Tracker,5.3,iOS
MM_1305,2024-10-15,2024-11-07 00:00:00,Period Tracker,3.1,iOS
MM_1305,2024-10-15,2024-12-10 00:00:00,Period Tracker,1.4,Android
MM_1306,2024-10-28,2024-12-03 00:00:00,Period Tracker,7.8,iOS
MM_1306,2024-10-28,2024-12-27 00:00:00,Community Forum,12.4,iOS
MM_1306,2024-10-28,2024-11-09 00:00:00,Health Articles,10.7,Android
MM_1307,2024-08-14,2024-10-09 00:00:00,Symptom Logger,3.7,Android
MM_1307,2024-08-14,2024-09-01 00:00:00,Community Forum,13.1,Android
MM_1307,2024-08-14,2024-08-26 00:00:00,Community Forum,10.0,Android
MM_1308,2024-09-25,2024-10-02 00:00:00,Symptom Logger,2.3,iOS
MM_1309,2024-10-24,2024-11-13 00:00:00,Community Forum,3.3,iOS
MM_1309,2024-10-24,2024-11-20 00:00:00,Period Tracker,5.2,Android
MM_1309,2024-10-24,2024-10-29 00:00:00,Period Tracker,7.5,Android
MM_1310,2024-10-06,2024-10-24 00:00:00,Period Tracker,2.2,iOS
MM_1310,2024-10-06,2024-10-25 00:00:00,Symptom Logger,6.4,iOS
MM_1310,2024-10-06,2024-11-11 00:00:00,Health Articles,6.4,iOS
MM_1311,2024-10-24,2024-10-24 00:00:00,Period Tracker,4.2,Android
MM_1311,2024-10-24,2024-11-28 00:00:00,Symptom Logger,8.5,Android
MM_1311,2024-10-24,2024-12-11 00:00:00,Period Tracker,7.9,Android
MM_1311,2024-10-24,2024-11-17 00:00:00,Period Tracker,13.1,iOS
MM_1311,2024-10-24,2024-12-23 00:00:00,Community Forum,14.1,iOS
MM_1311,2024-10-24,2024-10-24 00:00:00,Period Tracker,8.8,iOS
MM_1311,2024-10-24,2024-12-09 00:00:00,Period Tracker,3.5,Android
MM_1311,2024-10-24,2024-12-17 00:00:00,Period Tracker,14.1,Android
MM_1311,2024-10-24,2024-11-07 00:00:00,Period Tracker,7.3,Android
MM_1311,2024-10-24,2024-10-27 00:00:00,Symptom Logger,3.0,Android
MM_1311,2024-10-24,2024-11-29 00:00:00,Health Articles,6.7,iOS
MM_1311,2024-10-24,2024-11-30 00:00:00,Health Articles,13.5,Android
MM_1311,2024-10-24,2024-11-17 00:00:00,Period Tracker,14.0,iOS
MM_1311,2024-10-24,2024-12-02 00:00:00,Health Articles,3.7,Android
MM_1311,2024-10-24,2024-11-23 00:00:00,Community Forum,13.6,iOS
